Benchmark, Variant, Size, Density, Time, Hit Rate
GauSei,SparseRAJA,212,0.025,1158083086,0.318966
GauSei,Specialized,212,0.025,301994409,1.0
GauSei,SparseRAJA,212,0.025,1157955238,0.318966
GauSei,Specialized,212,0.025,301976667,1.0
GauSei,SparseRAJA,212,0.025,1158129348,0.318966
GauSei,Specialized,212,0.01,173232887,1.0
GauSei,SparseRAJA,212,0.01,319585298,0.45509
GauSei,Specialized,212,0.01,172313881,1.0
GauSei,SparseRAJA,212,0.01,319863058,0.45509
GauSei,Specialized,212,0.01,173164507,1.0
GauSei,SparseRAJA,212,0.01,322886056,0.45509
GauSei,Specialized,212,0.01,172768127,1.0
GauSei,SparseRAJA,212,0.01,320364425,0.45509
GauSei,Specialized,212,0.01,172966148,1.0
GauSei,SparseRAJA,212,0.01,321313584,0.45509
