Benchmark, Variant, Size, Density, Time, Hit Rate, DIAG
GauSei,Specialized,512,0.5,768121858,1,DIAG
GauSei,SparseRAJA,512,0.5,1389068316,1,DIAG
GauSei,Specialized,512,0.1,11508453524,0.00194933,COO
GauSei,SparseRAJA,512,0.1,34493647709,0.943888,COO
GauSei,Specialized,512,0.1,3141793740,0.00194933,CSR
GauSei,SparseRAJA,512,0.1,9649972465,0.94378,CSR
GauSei,Specialized,512,0.1,152564967,1,DIAG
GauSei,SparseRAJA,512,0.1,318376252,1,DIAG
GauSei,Specialized,512,0.6,67305674265,0.00194933,COO
GauSei,SparseRAJA,512,0.6,201382856086,0.990299,COO
GauSei,Specialized,512,0.6,18239728447,0.00194933,CSR
GauSei,SparseRAJA,512,0.6,53680641954,0.990266,CSR
GauSei,Specialized,512,0.6,922493476,1,DIAG
GauSei,SparseRAJA,512,0.6,1666664600,1,DIAG
GauSei,Specialized,512,0.3,34064663307,0.00194933,COO
GauSei,SparseRAJA,512,0.3,101369655137,0.980735,COO
GauSei,Specialized,512,0.3,9381982565,0.00194933,CSR
GauSei,SparseRAJA,512,0.3,27022321202,0.980763,CSR
GauSei,Specialized,512,0.3,459994029,1,DIAG
GauSei,SparseRAJA,512,0.3,842042000,1,DIAG
GauSei,Specialized,512,1,1551178134,1,Dense
GauSei,Specialized,512,1,1562058803,1,Dense
GauSei,Specialized,512,1,1562687615,1,Dense
GauSei,Specialized,512,0.2,23098810105,0.00194933,COO
GauSei,SparseRAJA,512,0.2,68162698369,0.971382,COO
GauSei,Specialized,512,0.2,6457886117,0.00194933,CSR
GauSei,SparseRAJA,512,0.2,18497122250,0.971277,CSR
GauSei,Specialized,512,0.2,305577966,1,DIAG
GauSei,SparseRAJA,512,0.2,573524005,1,DIAG
GauSei,Specialized,512,0.7,78340717318,0.00194933,COO
GauSei,SparseRAJA,512,0.7,234377958980,0.991653,COO
GauSei,Specialized,512,0.7,21209506431,0.00194933,CSR
GauSei,SparseRAJA,512,0.7,61685612382,0.99167,CSR
GauSei,Specialized,512,0.7,1077638022,1,DIAG
GauSei,SparseRAJA,512,0.7,1931399216,1,DIAG
GauSei,Specialized,512,1,1551078317,1,Dense
GauSei,Specialized,512,1,1562095702,1,Dense
GauSei,Specialized,512,1,1562485719,1,Dense
GauSei,Specialized,512,0.8,89478564274,0.00194933,COO
GauSei,SparseRAJA,512,0.8,264516585956,0.992694,COO
GauSei,Specialized,512,0.8,24194478439,0.00194933,CSR
GauSei,SparseRAJA,512,0.8,70376458608,0.992699,CSR
GauSei,Specialized,512,0.8,1231992508,1,DIAG
GauSei,SparseRAJA,512,0.8,2193594860,1,DIAG
GauSei,Specialized,512,0.4,45085583240,0.00194933,COO
GauSei,SparseRAJA,512,0.4,134569002989,0.985501,COO
GauSei,Specialized,512,0.4,12358195893,0.00194933,CSR
GauSei,SparseRAJA,512,0.4,35887861838,0.98547,CSR
GauSei,Specialized,512,0.4,614670751,1,DIAG
GauSei,SparseRAJA,512,0.4,1113781790,1,DIAG
GauSei,Specialized,512,0.2,23100839840,0.00194933,COO
GauSei,SparseRAJA,512,0.2,68138022286,0.971382,COO
GauSei,Specialized,512,0.2,6458760901,0.00194933,CSR
GauSei,SparseRAJA,512,0.2,18494359575,0.971277,CSR
GauSei,Specialized,512,0.2,305525661,1,DIAG
GauSei,SparseRAJA,512,0.2,584652643,1,DIAG
GauSei,Specialized,512,0.9,100571387485,0.00194933,COO
GauSei,SparseRAJA,512,0.9,301063498565,0.993504,COO
GauSei,Specialized,512,0.9,27876104103,0.00194933,CSR
GauSei,SparseRAJA,512,0.9,86130939986,0.993504,CSR
GauSei,Specialized,512,0.9,1385132109,1,DIAG
GauSei,SparseRAJA,512,0.9,2483456432,1,DIAG
GauSei,Specialized,512,0.3,34061523116,0.00194933,COO
GauSei,SparseRAJA,512,0.3,101369371836,0.980735,COO
GauSei,Specialized,512,0.3,9380066000,0.00194933,CSR
GauSei,SparseRAJA,512,0.3,27021596968,0.980763,CSR
GauSei,Specialized,512,0.3,460045072,1,DIAG
GauSei,SparseRAJA,512,0.3,864445713,1,DIAG
GauSei,Specialized,512,0.5,56824731114,0.00194933,COO
GauSei,SparseRAJA,512,0.5,168023514092,0.988367,COO
GauSei,Specialized,512,0.5,15255880095,0.00194933,CSR
GauSei,SparseRAJA,512,0.5,44516941978,0.988328,CSR
GauSei,Specialized,512,0.5,768123248,1,DIAG
GauSei,SparseRAJA,512,0.5,1405054785,1,DIAG
GauSei,Specialized,512,1,112260006355,0.00194933,COO
GauSei,SparseRAJA,512,1,361048426122,0.994152,COO
GauSei,Specialized,512,1,30336603654,0.00194933,CSR
GauSei,SparseRAJA,512,1,93284566024,0.994152,CSR
GauSei,Specialized,512,1,1540102223,1,DIAG
GauSei,SparseRAJA,512,1,2734635503,1,DIAG
GauSei,Specialized,512,0.2,23093095986,0.00194933,COO
