Benchmark, Variant, Size, Density, Time, Hit Rate, DIAG
GauSei,SparseRAJA,1024,0.004,11512991969,0.59743,COO
GauSei,Specialized,1024,0.004,1785724219,0.0205078,CSR
GauSei,SparseRAJA,1024,0.004,3791561963,0.589803,CSR
GauSei,Specialized,1024,0.004,42686768,1,DIAG
GauSei,SparseRAJA,1024,0.004,78457230,0.999808,DIAG
GauSei,Specialized,1024,0.003,4244249197,0.0429269,COO
GauSei,SparseRAJA,1024,0.003,8129273079,0.5503,COO
GauSei,Specialized,1024,0.003,1342698046,0.0439453,CSR
GauSei,SparseRAJA,1024,0.003,2648396634,0.528451,CSR
GauSei,Specialized,1024,0.003,34526086,1,DIAG
GauSei,SparseRAJA,1024,0.003,65930721,0.99976,DIAG
GauSei,Specialized,1024,0.002,2969224076,0.125854,COO
GauSei,SparseRAJA,1024,0.002,5059029138,0.513635,COO
GauSei,Specialized,1024,0.002,946119853,0.133789,CSR
GauSei,SparseRAJA,1024,0.002,1636909789,0.498076,CSR
GauSei,Specialized,1024,0.002,24937798,1,DIAG
GauSei,SparseRAJA,1024,0.002,52827161,0.99968,DIAG
GauSei,Specialized,1024,0.005,6693358839,0.00585367,COO
GauSei,SparseRAJA,1024,0.005,14809543672,0.635725,COO
GauSei,Specialized,1024,0.005,2084890619,0.00683594,CSR
GauSei,SparseRAJA,1024,0.005,4460953418,0.64223,CSR
GauSei,Specialized,1024,0.005,50917918,1,DIAG
GauSei,SparseRAJA,1024,0.005,94370189,0.99984,DIAG
GauSei,Specialized,1024,0.002,2938381190,0.125854,COO
GauSei,SparseRAJA,1024,0.002,5050859154,0.513635,COO
GauSei,Specialized,1024,0.002,946381658,0.133789,CSR
GauSei,SparseRAJA,1024,0.002,1635588708,0.498076,CSR
GauSei,Specialized,1024,0.002,25375317,1,DIAG
GauSei,SparseRAJA,1024,0.002,52885775,0.99968,DIAG
GauSei,Specialized,1024,0.004,5583731249,0.0156098,COO
GauSei,SparseRAJA,1024,0.004,11613940071,0.59743,COO
GauSei,Specialized,1024,0.004,1773334136,0.0205078,CSR
GauSei,SparseRAJA,1024,0.004,3784207190,0.589803,CSR
GauSei,Specialized,1024,0.004,42748807,1,DIAG
GauSei,SparseRAJA,1024,0.004,78460604,0.999808,DIAG
GauSei,Specialized,1024,0.005,6741845997,0.00585367,COO
GauSei,SparseRAJA,1024,0.005,15255161527,0.635725,COO
GauSei,Specialized,1024,0.005,2067956999,0.00683594,CSR
GauSei,SparseRAJA,1024,0.005,4457044360,0.64223,CSR
GauSei,Specialized,1024,0.005,50908059,1,DIAG
GauSei,SparseRAJA,1024,0.005,93493367,0.99984,DIAG
GauSei,Specialized,1024,0.004,5608064115,0.0156098,COO
GauSei,SparseRAJA,1024,0.004,11515253498,0.59743,COO
GauSei,Specialized,1024,0.004,1775251549,0.0205078,CSR
GauSei,SparseRAJA,1024,0.004,3793302778,0.589803,CSR
GauSei,Specialized,1024,0.004,42570360,1,DIAG
GauSei,SparseRAJA,1024,0.004,78512754,0.999808,DIAG
GauSei,Specialized,1024,0.005,6876174917,0.00585367,COO
GauSei,SparseRAJA,1024,0.005,15029020741,0.635725,COO
GauSei,Specialized,1024,0.005,2054649587,0.00683594,CSR
GauSei,SparseRAJA,1024,0.005,4467631835,0.64223,CSR
GauSei,Specialized,1024,0.005,49947391,1,DIAG
GauSei,SparseRAJA,1024,0.005,92235259,0.99984,DIAG
GauSei,Specialized,1024,0.004,5694100165,0.0156098,COO
GauSei,SparseRAJA,1024,0.004,11521151275,0.59743,COO
GauSei,Specialized,1024,0.004,1773329692,0.0205078,CSR
GauSei,SparseRAJA,1024,0.004,3784402948,0.589803,CSR
GauSei,Specialized,1024,0.004,42648357,1,DIAG
GauSei,SparseRAJA,1024,0.004,78361633,0.999808,DIAG
GauSei,Specialized,1024,0.02,32580231527,0.000975612,COO
GauSei,SparseRAJA,1024,0.02,92599235857,0.869492,COO
GauSei,Specialized,1024,0.02,9711879547,0.000976562,CSR
GauSei,SparseRAJA,1024,0.02,29138384872,0.86987,CSR
GauSei,Specialized,1024,0.02,134620287,1,DIAG
GauSei,SparseRAJA,1024,0.02,259345052,0.999955,DIAG
GauSei,Specialized,1024,0.005,6855366606,0.00585367,COO
GauSei,SparseRAJA,1024,0.005,15197485119,0.635725,COO
GauSei,Specialized,1024,0.005,2053700466,0.00683594,CSR
GauSei,SparseRAJA,1024,0.005,4460331365,0.64223,CSR
GauSei,Specialized,1024,0.005,49875388,1,DIAG
GauSei,SparseRAJA,1024,0.005,92441654,0.99984,DIAG
SpMV,Specialized,1024,0.007,14179054,1,COO
SpMV,SparseRAJA,1024,0.007,67638673,1,COO
SpMV,Specialized,1024,0.006,11796737,1,COO
SpMV,SparseRAJA,1024,0.006,59958106,1,COO
SpMV,Specialized,1024,0.007,14464253,1,COO
SpMV,SparseRAJA,1024,0.007,68031348,1,COO
GauSei,Specialized,1024,0.005,6724288023,0.00585367,COO
GauSei,SparseRAJA,1024,0.005,15485612712,0.635725,COO
GauSei,Specialized,1024,0.005,2055820929,0.00683594,CSR
GauSei,SparseRAJA,1024,0.005,4460451053,0.64223,CSR
GauSei,Specialized,1024,0.005,50153723,1,DIAG
GauSei,SparseRAJA,1024,0.005,91853244,0.99984,DIAG
GauSei,Specialized,1024,0.008,10657387061,0.00195122,COO
GauSei,SparseRAJA,1024,0.008,27310947870,0.723841,COO
GauSei,Specialized,1024,0.008,3228253050,0.000976562,CSR
GauSei,SparseRAJA,1024,0.008,7978004208,0.729885,CSR
GauSei,Specialized,1024,0.008,67009009,1,DIAG
GauSei,SparseRAJA,1024,0.008,125045992,0.999894,DIAG
SpMV,Specialized,1024,0.006,12333253,1,COO
SpMV,SparseRAJA,1024,0.006,61049111,1,COO
SpMV,Specialized,1024,0.007,15922034,1,COO
SpMV,SparseRAJA,1024,0.007,69844560,1,COO
GauSei,Specialized,1024,0.001,1479364373,0.361952,COO
GauSei,SparseRAJA,1024,0.001,2269685555,0.526087,COO
GauSei,Specialized,1024,0.001,347581416,0.354492,CSR
GauSei,SparseRAJA,1024,0.001,557206624,0.481178,CSR
GauSei,Specialized,1024,0.001,16574451,1,DIAG
GauSei,SparseRAJA,1024,0.001,38356826,0.999517,DIAG
SpMV,Specialized,1024,0.006,12489927,1,COO
SpMV,SparseRAJA,1024,0.006,60191395,1,COO
SpMV,Specialized,1024,0.007,16710878,1,COO
SpMV,SparseRAJA,1024,0.007,69483396,1,COO
GauSei,Specialized,1024,0.001,1470146027,0.361952,COO
GauSei,SparseRAJA,1024,0.001,2281864861,0.526087,COO
GauSei,Specialized,1024,0.001,356635005,0.354492,CSR
GauSei,SparseRAJA,1024,0.001,550110746,0.481178,CSR
GauSei,Specialized,1024,0.001,16413247,1,DIAG
GauSei,SparseRAJA,1024,0.001,38010907,0.999517,DIAG
SpMV,Specialized,1024,0.006,13127243,1,COO
